playerid,region,champion,mastery,wins,losses,veteran,freshblood,hotstreak
Isotope2217#EUNE,eun1,Sylas,36337,11,10,False,False,True
Isotope2217#EUNE,eun1,Miss Fortune,12714,11,10,False,False,True
Isotope2217#EUNE,eun1,Taric,9386,11,10,False,False,True
Arturi#EUNE,eun1,Riven,134057,34,14,False,False,False
Arturi#EUNE,eun1,Bard,46045,34,14,False,False,False
Arturi#EUNE,eun1,Lux,39615,34,14,False,False,False
yasuo has hoes#2393,eun1,Yasuo,563846,16,14,False,False,False
yasuo has hoes#2393,eun1,Katarina,188854,16,14,False,False,False
yasuo has hoes#2393,eun1,Zed,63406,16,14,False,False,False
Christos#EUNE,eun1,Warwick,1011141,123,127,False,False,False
Christos#EUNE,eun1,Maokai,802443,123,127,False,False,False
Christos#EUNE,eun1,Graves,480237,123,127,False,False,False
mumuland#4632,eun1,Morgana,219228,26,31,False,False,False
mumuland#4632,eun1,Heimerdinger,155151,26,31,False,False,False
mumuland#4632,eun1,Ahri,113308,26,31,False,False,False
Butcheroni#EUNE,eun1,Shaco,2215468,25,25,False,True,False
Butcheroni#EUNE,eun1,Nocturne,369905,25,25,False,True,False
Butcheroni#EUNE,eun1,Teemo,280389,25,25,False,True,False
Twiztdfate#EUNE,eun1,Twitch,100105,14,13,False,False,False
Twiztdfate#EUNE,eun1,Morgana,64827,14,13,False,False,False
Twiztdfate#EUNE,eun1,Maokai,53259,14,13,False,False,False
Evergreen#MvRk,eun1,Yasuo,67974,5,10,False,False,False
Evergreen#MvRk,eun1,Katarina,64362,5,10,False,False,False
Evergreen#MvRk,eun1,Vayne,62084,5,10,False,False,False
Moskalowy#EUNE,eun1,Illaoi,40433,28,41,False,False,False
Moskalowy#EUNE,eun1,Zilean,39506,28,41,False,False,False
Moskalowy#EUNE,eun1,Brand,31674,28,41,False,False,False
Kokos#EUNE,eun1,Vel'Koz,238466,21,23,False,False,False
Kokos#EUNE,eun1,Braum,211695,21,23,False,False,False
Kokos#EUNE,eun1,Bard,178035,21,23,False,False,False
Skotos#EUNE,eun1,Teemo,273923,9,11,False,True,False
Skotos#EUNE,eun1,Illaoi,259984,9,11,False,True,False
Skotos#EUNE,eun1,Brand,181294,9,11,False,True,False
TheHammy#EUNE,eun1,Blitzcrank,377988,12,8,False,False,False
TheHammy#EUNE,eun1,Alistar,340158,12,8,False,False,False
TheHammy#EUNE,eun1,Leona,337230,12,8,False,False,False
AbyPtTine#EUNE,eun1,Kai'Sa,952545,105,107,False,False,False
AbyPtTine#EUNE,eun1,Lux,375191,105,107,False,False,False
AbyPtTine#EUNE,eun1,Jhin,261376,105,107,False,False,False
1uck you#EUNE,eun1,Nocturne,384254,65,69,False,False,False
1uck you#EUNE,eun1,Evelynn,214516,65,69,False,False,False
1uck you#EUNE,eun1,Malphite,190803,65,69,False,False,False
Eve#74231,eun1,Lulu,742601,6,5,False,False,False
Eve#74231,eun1,Nami,220852,6,5,False,False,False
Eve#74231,eun1,Soraka,132850,6,5,False,False,False
Lil Diablo RIP#EUNE,eun1,Rammus,253715,33,43,False,False,False
Lil Diablo RIP#EUNE,eun1,Vi,181282,33,43,False,False,False
Lil Diablo RIP#EUNE,eun1,Malphite,180656,33,43,False,False,False
iSeeYourDeath#EUNE,eun1,Lulu,150996,5,1,False,False,False
iSeeYourDeath#EUNE,eun1,Zyra,128188,5,1,False,False,False
iSeeYourDeath#EUNE,eun1,Miss Fortune,88533,5,1,False,False,False
SoNizz#EUNE,eun1,Aphelios,113995,23,36,False,False,False
SoNizz#EUNE,eun1,Jhin,109354,23,36,False,False,False
SoNizz#EUNE,eun1,Ezreal,104394,23,36,False,False,False
Xposured#EUNE,eun1,LeBlanc,40323,14,22,False,True,True
Xposured#EUNE,eun1,Lux,35917,14,22,False,True,True
Xposured#EUNE,eun1,Orianna,33515,14,22,False,True,True
DaPrestigiouS#EUNE,eun1,LeBlanc,968669,7,7,False,False,False
DaPrestigiouS#EUNE,eun1,Morgana,570191,7,7,False,False,False
DaPrestigiouS#EUNE,eun1,Anivia,212287,7,7,False,False,False
Amartias#1313,eun1,Diana,604882,4,6,False,False,False
Amartias#1313,eun1,Zoe,193187,4,6,False,False,False
Amartias#1313,eun1,Samira,173015,4,6,False,False,False
Banek#1337,eun1,Malzahar,508333,2,10,False,False,False
Banek#1337,eun1,Malphite,177130,2,10,False,False,False
Banek#1337,eun1,Annie,47470,2,10,False,False,False
ASSOS EKATOSTARI#EUNE,eun1,Kassadin,310089,10,21,False,False,False
ASSOS EKATOSTARI#EUNE,eun1,Anivia,180347,10,21,False,False,False
ASSOS EKATOSTARI#EUNE,eun1,Nasus,146860,10,21,False,False,False
Sontrek#6969,eun1,Blitzcrank,127695,12,15,False,False,False
Sontrek#6969,eun1,Janna,103761,12,15,False,False,False
Sontrek#6969,eun1,Thresh,103593,12,15,False,False,False
One Jinx Pony#EUNE,eun1,Irelia,294299,37,32,False,False,False
One Jinx Pony#EUNE,eun1,Jinx,192519,37,32,False,False,False
One Jinx Pony#EUNE,eun1,Miss Fortune,65045,37,32,False,False,False
Bulka Lunker#EUNE,eun1,Miss Fortune,359893,40,24,False,False,False
Bulka Lunker#EUNE,eun1,Jinx,343753,40,24,False,False,False
Bulka Lunker#EUNE,eun1,Sivir,253905,40,24,False,False,False
Sephiroth#V11A,eun1,Swain,769933,34,32,False,False,False
Sephiroth#V11A,eun1,Sett,338936,34,32,False,False,False
Sephiroth#V11A,eun1,Tahm Kench,192914,34,32,False,False,False
St0rmhouse#EUNE,eun1,Zac,108063,10,6,False,False,False
St0rmhouse#EUNE,eun1,Teemo,77018,10,6,False,False,False
St0rmhouse#EUNE,eun1,Kayn,74567,10,6,False,False,False
Qzet#EUNE,eun1,Cassiopeia,100314,31,33,False,False,False
Qzet#EUNE,eun1,Kayn,69419,31,33,False,False,False
Qzet#EUNE,eun1,Caitlyn,56155,31,33,False,False,False
Arctodus#EUNE,eun1,Kayn,17737,4,1,False,False,False
Arctodus#EUNE,eun1,Fiora,15634,4,1,False,False,False
Arctodus#EUNE,eun1,Tristana,14806,4,1,False,False,False
xandow#2177,eun1,Lux,233958,3,5,False,False,False
xandow#2177,eun1,Leona,174236,3,5,False,False,False
xandow#2177,eun1,Nautilus,131563,3,5,False,False,False
Jungleor#JGL,eun1,Kha'Zix,544096,17,24,False,False,False
Jungleor#JGL,eun1,Kayn,419228,17,24,False,False,False
Jungleor#JGL,eun1,Zac,204262,17,24,False,False,False
Venko OPower#EUNE,eun1,Brand,904120,92,61,False,False,False
Venko OPower#EUNE,eun1,Morgana,497429,92,61,False,False,False
Venko OPower#EUNE,eun1,Leona,278590,92,61,False,False,False
con3va#EUNE,eun1,Teemo,651585,55,62,False,False,False
con3va#EUNE,eun1,Ezreal,618456,55,62,False,False,False
con3va#EUNE,eun1,Malzahar,603706,55,62,False,False,False
Kopoczyński69#ZS69,eun1,Morgana,404262,71,69,False,True,False
Kopoczyński69#ZS69,eun1,Nocturne,333534,71,69,False,True,False
Kopoczyński69#ZS69,eun1,Amumu,273888,71,69,False,True,False
NEVEU66#EUNE,eun1,Brand,96525,4,5,False,False,False
NEVEU66#EUNE,eun1,Lux,82525,4,5,False,False,False
NEVEU66#EUNE,eun1,Miss Fortune,36361,4,5,False,False,False
Blesaura#9760,eun1,Master Yi,243333,14,20,False,False,False
Blesaura#9760,eun1,Ashe,223802,14,20,False,False,False
Blesaura#9760,eun1,Jinx,152580,14,20,False,False,False
moreblack#EUNE,eun1,Urgot,323667,37,42,False,False,False
moreblack#EUNE,eun1,Sion,288582,37,42,False,False,False
moreblack#EUNE,eun1,Jhin,266575,37,42,False,False,False
Evineus#EUNE,eun1,Katarina,837025,32,38,False,False,False
Evineus#EUNE,eun1,Irelia,257493,32,38,False,False,False
Evineus#EUNE,eun1,Diana,203215,32,38,False,False,False
BreeZaiR#EUNE,eun1,Lux,225237,24,28,False,False,False
BreeZaiR#EUNE,eun1,Taric,221087,24,28,False,False,False
BreeZaiR#EUNE,eun1,Malzahar,175797,24,28,False,False,False
VaIérie Zawadská#42069,eun1,Jhin,949095,12,18,False,False,False
VaIérie Zawadská#42069,eun1,Caitlyn,417916,12,18,False,False,False
VaIérie Zawadská#42069,eun1,Kayn,302131,12,18,False,False,False
Lazator#8377,eun1,Lux,221691,30,22,False,False,False
Lazator#8377,eun1,Leona,155900,30,22,False,False,False
Lazator#8377,eun1,Morgana,71123,30,22,False,False,False
Nithbis#Bruja,eun1,Soraka,661395,60,61,False,False,False
Nithbis#Bruja,eun1,Nami,469881,60,61,False,False,False
Nithbis#Bruja,eun1,Zyra,401633,60,61,False,False,False
Mímik#EUNE,eun1,Jinx,157875,8,6,False,False,False
Mímik#EUNE,eun1,Draven,97326,8,6,False,False,False
Mímik#EUNE,eun1,Katarina,92981,8,6,False,False,False
KENNY#GOAT4,eun1,Nocturne,53657,11,8,False,False,False
KENNY#GOAT4,eun1,Janna,45590,11,8,False,False,False
KENNY#GOAT4,eun1,Kayle,43136,11,8,False,False,False
YoloDoctor#EUNE,eun1,Malzahar,136820,21,25,False,False,False
YoloDoctor#EUNE,eun1,Kai'Sa,107831,21,25,False,False,False
YoloDoctor#EUNE,eun1,Cho'Gath,60354,21,25,False,False,False
CptGun#EUNE,eun1,Nocturne,83508,141,133,False,True,False
CptGun#EUNE,eun1,Miss Fortune,50057,141,133,False,True,False
CptGun#EUNE,eun1,Lux,49669,141,133,False,True,False
Nirvaden#EUNE,eun1,Brand,480410,91,101,False,False,False
Nirvaden#EUNE,eun1,Teemo,177094,91,101,False,False,False
Nirvaden#EUNE,eun1,Lux,128305,91,101,False,False,False
Nerek#EUNE,eun1,Warwick,144166,5,4,False,False,False
Nerek#EUNE,eun1,Ezreal,126324,5,4,False,False,False
Nerek#EUNE,eun1,Anivia,114591,5,4,False,False,False
Hagmaxxer#Breed,eun1,Sion,119817,28,34,False,False,False
Hagmaxxer#Breed,eun1,Udyr,110405,28,34,False,False,False
Hagmaxxer#Breed,eun1,Gangplank,90094,28,34,False,False,False
Master Yeezus#EUNE,eun1,Master Yi,1216595,3,5,False,True,False
Master Yeezus#EUNE,eun1,Lux,270287,3,5,False,True,False
Master Yeezus#EUNE,eun1,Cho'Gath,234738,3,5,False,True,False
AkuraV#EUNE,eun1,Braum,175173,6,5,False,False,False
AkuraV#EUNE,eun1,Nautilus,121381,6,5,False,False,False
AkuraV#EUNE,eun1,Lulu,121247,6,5,False,False,False
DW ShowStarter#EUNE,eun1,Zed,266644,28,17,False,False,True
DW ShowStarter#EUNE,eun1,Ahri,195426,28,17,False,False,True
DW ShowStarter#EUNE,eun1,Vayne,187857,28,17,False,False,True
Mr BlackStar#EUNE,eun1,Thresh,446986,3,4,False,False,False
Mr BlackStar#EUNE,eun1,Caitlyn,197817,3,4,False,False,False
Mr BlackStar#EUNE,eun1,Vayne,160085,3,4,False,False,False
Speszjal#xoxo,eun1,Veigar,207585,41,38,False,False,True
Speszjal#xoxo,eun1,Thresh,111521,41,38,False,False,True
Speszjal#xoxo,eun1,Vayne,50708,41,38,False,False,True
Koulis#6969,eun1,Caitlyn,167150,4,3,False,False,True
Koulis#6969,eun1,Gangplank,91579,4,3,False,False,True
Koulis#6969,eun1,Morgana,79466,4,3,False,False,True
AtaktoNinaki#EUNE,eun1,Morgana,320161,3,9,False,False,False
AtaktoNinaki#EUNE,eun1,Lucian,261619,3,9,False,False,False
AtaktoNinaki#EUNE,eun1,Ezreal,251280,3,9,False,False,False
Lhuikin#EUNE,eun1,Jarvan IV,211741,10,11,False,True,False
Lhuikin#EUNE,eun1,Lux,189083,10,11,False,True,False
Lhuikin#EUNE,eun1,Brand,168577,10,11,False,True,False
Niefart#FTW,eun1,Shaco,253166,186,185,False,True,True
Niefart#FTW,eun1,Ezreal,204909,186,185,False,True,True
Niefart#FTW,eun1,Jax,197369,186,185,False,True,True
Asocan#EUNE,eun1,Lee Sin,205514,44,32,False,False,False
Asocan#EUNE,eun1,Caitlyn,19771,44,32,False,False,False
Asocan#EUNE,eun1,Thresh,9109,44,32,False,False,False
Cchheelluu#EUNE,eun1,Veigar,62898,58,60,False,False,False
Cchheelluu#EUNE,eun1,Blitzcrank,40196,58,60,False,False,False
Cchheelluu#EUNE,eun1,Lux,34332,58,60,False,False,False
Moοncake#ΕUNE,eun1,Lux,424753,11,8,False,True,False
Moοncake#ΕUNE,eun1,Katarina,404845,11,8,False,True,False
Moοncake#ΕUNE,eun1,Lulu,226691,11,8,False,True,False
2 chicas 1 taza#EUNE,eun1,Yasuo,302614,0,6,False,False,False
2 chicas 1 taza#EUNE,eun1,Riven,119906,0,6,False,False,False
2 chicas 1 taza#EUNE,eun1,Viego,114086,0,6,False,False,False
1η ΕΝΤΟΛΗ#EUNE,eun1,Udyr,76966,6,8,False,False,False
1η ΕΝΤΟΛΗ#EUNE,eun1,Veigar,63052,6,8,False,False,False
1η ΕΝΤΟΛΗ#EUNE,eun1,Miss Fortune,59665,6,8,False,False,False
H1N1#EUNE,eun1,Pantheon,307179,29,27,False,False,False
H1N1#EUNE,eun1,Caitlyn,151608,29,27,False,False,False
H1N1#EUNE,eun1,Blitzcrank,117844,29,27,False,False,False
Riku#IOI,eun1,Vayne,618933,97,99,False,False,False
Riku#IOI,eun1,Jinx,391516,97,99,False,False,False
Riku#IOI,eun1,Ashe,207639,97,99,False,False,False
sicoresco#EUNE,eun1,Zoe,525172,31,25,False,False,False
sicoresco#EUNE,eun1,Udyr,225089,31,25,False,False,False
sicoresco#EUNE,eun1,Evelynn,180419,31,25,False,False,False
Lidka#0007,eun1,Zyra,4528171,164,156,False,True,False
Lidka#0007,eun1,Yuumi,853659,164,156,False,True,False
Lidka#0007,eun1,Nami,697161,164,156,False,True,False
God EnêL#EUNE,eun1,Riven,277034,5,0,False,False,True
God EnêL#EUNE,eun1,Jax,83079,5,0,False,False,True
God EnêL#EUNE,eun1,Heimerdinger,58266,5,0,False,False,True
Tsertse#EUNE,eun1,Soraka,213187,41,43,False,False,False
Tsertse#EUNE,eun1,Shen,206950,41,43,False,False,False
Tsertse#EUNE,eun1,Braum,206062,41,43,False,False,False
Ma Baker#EUNE,eun1,Lucian,323157,25,17,False,False,False
Ma Baker#EUNE,eun1,Caitlyn,180226,25,17,False,False,False
Ma Baker#EUNE,eun1,Ezreal,155217,25,17,False,False,False
Knight of Faith#1996,eun1,Kayle,54386,4,8,False,False,False
Knight of Faith#1996,eun1,Sivir,2455,4,8,False,False,False
Knight of Faith#1996,eun1,Garen,2110,4,8,False,False,False
reportinho#EUNE,eun1,Thresh,221775,23,22,False,True,True
reportinho#EUNE,eun1,Jhin,164651,23,22,False,True,True
reportinho#EUNE,eun1,Leona,164258,23,22,False,True,True
Bad Broccoli#brocc,eun1,Kled,190311,9,8,False,False,False
Bad Broccoli#brocc,eun1,Swain,135016,9,8,False,False,False
Bad Broccoli#brocc,eun1,Garen,86430,9,8,False,False,False
Hide in Pants#1612,eun1,Riven,597816,11,12,False,False,False
Hide in Pants#1612,eun1,Katarina,463680,11,12,False,False,False
Hide in Pants#1612,eun1,Yasuo,223129,11,12,False,False,False
Szurgot#EUNE,eun1,Anivia,158550,93,82,False,False,False
Szurgot#EUNE,eun1,Jinx,101895,93,82,False,False,False
Szurgot#EUNE,eun1,Kha'Zix,42024,93,82,False,False,False
Wayshan#EUNE,eun1,Miss Fortune,186921,7,1,False,False,True
Wayshan#EUNE,eun1,Jinx,65679,7,1,False,False,True
Wayshan#EUNE,eun1,Lux,60125,7,1,False,False,True
DraxQual#EUNE,eun1,Warwick,166540,95,97,False,False,False
DraxQual#EUNE,eun1,Tryndamere,81133,95,97,False,False,False
DraxQual#EUNE,eun1,Urgot,71838,95,97,False,False,False
moonranger#EUNE,eun1,Jhin,288621,8,11,False,False,False
moonranger#EUNE,eun1,Gangplank,276418,8,11,False,False,False
moonranger#EUNE,eun1,Zac,249282,8,11,False,False,False
VITAM#EUNE,eun1,Zilean,857066,73,71,False,True,False
VITAM#EUNE,eun1,Hwei,94156,73,71,False,True,False
VITAM#EUNE,eun1,Poppy,51826,73,71,False,True,False
Galko#EUNE,eun1,Ekko,361737,7,11,False,False,False
Galko#EUNE,eun1,Lillia,179325,7,11,False,False,False
Galko#EUNE,eun1,Caitlyn,167219,7,11,False,False,False
Azraev#8574,eun1,Maokai,214937,4,3,False,False,True
Azraev#8574,eun1,Ornn,122520,4,3,False,False,True
Azraev#8574,eun1,Malphite,120186,4,3,False,False,True
Mpourimpoulithra#mam,eun1,Caitlyn,239783,60,55,False,False,False
Mpourimpoulithra#mam,eun1,Ezreal,165793,60,55,False,False,False
Mpourimpoulithra#mam,eun1,Vayne,131828,60,55,False,False,False
Let Me Clown You#EUNE,eun1,Shaco,256962,7,7,False,False,False
Let Me Clown You#EUNE,eun1,Hecarim,209461,7,7,False,False,False
Let Me Clown You#EUNE,eun1,Shen,101194,7,7,False,False,False
paukkupete#EUNE,eun1,Ashe,39679,4,7,False,False,False
paukkupete#EUNE,eun1,Vayne,34916,4,7,False,False,False
paukkupete#EUNE,eun1,Senna,26924,4,7,False,False,False
Metallicat#EUNE,eun1,Sett,451145,44,58,False,False,False
Metallicat#EUNE,eun1,Yasuo,334888,44,58,False,False,False
Metallicat#EUNE,eun1,Lux,328191,44,58,False,False,False
GIASIMBO#EUNE,eun1,Jax,242057,7,3,False,False,False
GIASIMBO#EUNE,eun1,Jayce,132309,7,3,False,False,False
GIASIMBO#EUNE,eun1,Malzahar,104806,7,3,False,False,False
ClausSs#CSF,eun1,LeBlanc,193783,25,31,False,False,False
ClausSs#CSF,eun1,Lux,193530,25,31,False,False,False
ClausSs#CSF,eun1,Kassadin,96893,25,31,False,False,False
Kovizor#EUNE,eun1,Lux,310668,60,87,False,False,False
Kovizor#EUNE,eun1,Teemo,210960,60,87,False,False,False
Kovizor#EUNE,eun1,Ashe,210550,60,87,False,False,False
Karaktolis#EUNE,eun1,Jhin,437647,9,9,False,False,False
Karaktolis#EUNE,eun1,Yasuo,324414,9,9,False,False,False
Karaktolis#EUNE,eun1,Malzahar,156229,9,9,False,False,False
Gyurc The Cat#EUNE,eun1,Zilean,106785,21,28,False,False,False
Gyurc The Cat#EUNE,eun1,Janna,105098,21,28,False,False,False
Gyurc The Cat#EUNE,eun1,Morgana,45429,21,28,False,False,False
uselessgoat#0100,eun1,Viego,209499,30,34,False,False,False
uselessgoat#0100,eun1,Ahri,160012,30,34,False,False,False
uselessgoat#0100,eun1,Thresh,77950,30,34,False,False,False
koki#koks,eun1,Brand,1110578,30,29,False,True,False
koki#koks,eun1,Lux,595915,30,29,False,True,False
koki#koks,eun1,Shaco,474591,30,29,False,True,False
Pocsk#EUNE,eun1,Lee Sin,68431,56,54,False,False,False
Pocsk#EUNE,eun1,Amumu,68358,56,54,False,False,False
Pocsk#EUNE,eun1,Hecarim,58652,56,54,False,False,False
1TP caitlyn#EUNE,eun1,Caitlyn,314357,10,5,False,False,True
1TP caitlyn#EUNE,eun1,Jinx,235982,10,5,False,False,True
1TP caitlyn#EUNE,eun1,Master Yi,140971,10,5,False,False,True
Maerlevv#EUNE,eun1,Leona,397775,46,55,False,False,False
Maerlevv#EUNE,eun1,Sona,261321,46,55,False,False,False
Maerlevv#EUNE,eun1,Janna,190607,46,55,False,False,False
Rascalz#EUNE,eun1,Master Yi,702945,17,18,False,True,False
Rascalz#EUNE,eun1,Kha'Zix,119433,17,18,False,True,False
Rascalz#EUNE,eun1,Miss Fortune,119044,17,18,False,True,False
Enferinho#EUNE,eun1,Shaco,145240,32,36,False,False,False
Enferinho#EUNE,eun1,Lux,128324,32,36,False,False,False
Enferinho#EUNE,eun1,Nidalee,125935,32,36,False,False,False
Shoy#EUNE,eun1,Caitlyn,199800,21,25,False,True,False
Shoy#EUNE,eun1,Brand,184393,21,25,False,True,False
Shoy#EUNE,eun1,Vel'Koz,144845,21,25,False,True,False
tsopanos007#EUNE,eun1,Thresh,702106,87,72,False,True,False
tsopanos007#EUNE,eun1,Alistar,129971,87,72,False,True,False
tsopanos007#EUNE,eun1,Blitzcrank,103101,87,72,False,True,False
GuzGunis#EUNE,eun1,Singed,289973,53,53,False,False,False
GuzGunis#EUNE,eun1,Lissandra,277742,53,53,False,False,False
GuzGunis#EUNE,eun1,Zoe,194599,53,53,False,False,False
fiend23#EUNE,eun1,Lux,360307,6,6,False,False,False
fiend23#EUNE,eun1,Miss Fortune,351374,6,6,False,False,False
fiend23#EUNE,eun1,Vayne,326247,6,6,False,False,False
Σhaco#EUNE,eun1,Shaco,475283,7,4,False,False,True
Σhaco#EUNE,eun1,Blitzcrank,181235,7,4,False,False,True
Σhaco#EUNE,eun1,Lux,124001,7,4,False,False,True
kid my k1ll#EUNE,eun1,Shaco,324474,9,17,False,False,False
kid my k1ll#EUNE,eun1,Singed,221132,9,17,False,False,False
kid my k1ll#EUNE,eun1,Teemo,60413,9,17,False,False,False
Jax Norris#EUNE,eun1,Sion,499670,28,31,False,False,False
Jax Norris#EUNE,eun1,Caitlyn,483110,28,31,False,False,False
Jax Norris#EUNE,eun1,Shaco,309589,28,31,False,False,False
emiliyo#EUNE,eun1,Jhin,663211,2,3,False,False,False
emiliyo#EUNE,eun1,Ezreal,301101,2,3,False,False,False
emiliyo#EUNE,eun1,Darius,270129,2,3,False,False,False
Regoliari#EUNE,eun1,Yorick,168722,86,67,False,True,False
Regoliari#EUNE,eun1,Briar,155515,86,67,False,True,False
Regoliari#EUNE,eun1,Diana,59529,86,67,False,True,False
AyuChii#EUNE,eun1,Lux,305148,29,23,False,False,False
AyuChii#EUNE,eun1,Miss Fortune,249766,29,23,False,False,False
AyuChii#EUNE,eun1,Briar,183270,29,23,False,False,False
shine itadakimas#dynks,eun1,Mordekaiser,96945,37,39,False,False,False
shine itadakimas#dynks,eun1,Jinx,87122,37,39,False,False,False
shine itadakimas#dynks,eun1,Darius,71523,37,39,False,False,False
Lelmose#Lel,eun1,Lux,152206,35,42,False,False,False
Lelmose#Lel,eun1,Soraka,129007,35,42,False,False,False
Lelmose#Lel,eun1,Miss Fortune,114737,35,42,False,False,False
JVStaljin#EUNE,eun1,Karma,461633,2,3,False,False,False
JVStaljin#EUNE,eun1,Shaco,221618,2,3,False,False,False
JVStaljin#EUNE,eun1,Pyke,130493,2,3,False,False,False
Moregank Freelo#EUNE,eun1,Lee Sin,111862,19,18,False,False,False
Moregank Freelo#EUNE,eun1,Gangplank,85116,19,18,False,False,False
Moregank Freelo#EUNE,eun1,Kha'Zix,78320,19,18,False,False,False
Sheyda#EUNE,eun1,Zyra,813998,60,47,False,True,False
Sheyda#EUNE,eun1,Nami,466500,60,47,False,True,False
Sheyda#EUNE,eun1,Lulu,319873,60,47,False,True,False
6iRare9#EUNE,eun1,Jinx,67634,23,24,False,True,False
6iRare9#EUNE,eun1,Janna,46534,23,24,False,True,False
6iRare9#EUNE,eun1,Lissandra,40631,23,24,False,True,False
Sinister Yogurt#EUNE,eun1,Zyra,164893,19,23,False,False,False
Sinister Yogurt#EUNE,eun1,Dr. Mundo,152160,19,23,False,False,False
Sinister Yogurt#EUNE,eun1,Quinn,119042,19,23,False,False,False
k0ub#EUNE,eun1,Vi,288228,3,6,False,False,False
k0ub#EUNE,eun1,Jax,88350,3,6,False,False,False
k0ub#EUNE,eun1,Draven,63082,3,6,False,False,False
Petti G#EUNE,eun1,Teemo,657559,128,132,False,True,False
Petti G#EUNE,eun1,Viktor,266296,128,132,False,True,False
Petti G#EUNE,eun1,Caitlyn,246186,128,132,False,True,False
ČeLeNdŽúR BaLu#EUNE,eun1,Zoe,352074,84,73,False,False,False
ČeLeNdŽúR BaLu#EUNE,eun1,Jhin,270522,84,73,False,False,False
ČeLeNdŽúR BaLu#EUNE,eun1,Ezreal,255524,84,73,False,False,False
starzus#EUNE,eun1,Shaco,477319,8,9,False,True,False
starzus#EUNE,eun1,Graves,374440,8,9,False,True,False
starzus#EUNE,eun1,Diana,95468,8,9,False,True,False
Joggeboy#EUNE,eun1,Kled,223212,9,6,False,False,False
Joggeboy#EUNE,eun1,Garen,178919,9,6,False,False,False
Joggeboy#EUNE,eun1,Alistar,133060,9,6,False,False,False
MalakHaris#EUNE,eun1,Tristana,747166,29,31,False,False,False
MalakHaris#EUNE,eun1,Sivir,539379,29,31,False,False,False
MalakHaris#EUNE,eun1,Lucian,282820,29,31,False,False,False
Yodelling Pickle#EUNE,eun1,Vayne,219202,32,33,False,False,False
Yodelling Pickle#EUNE,eun1,Jhin,55096,32,33,False,False,False
Yodelling Pickle#EUNE,eun1,Lux,42487,32,33,False,False,False
supportnobody#4924,eun1,Nami,300382,30,34,False,True,False
supportnobody#4924,eun1,Caitlyn,257695,30,34,False,True,False
supportnobody#4924,eun1,Malzahar,218036,30,34,False,True,False
HankPrankster#EUNE,eun1,Lux,184101,16,9,False,False,False
HankPrankster#EUNE,eun1,Sion,145714,16,9,False,False,False
HankPrankster#EUNE,eun1,Leona,127320,16,9,False,False,False
Broxigar#HORDE,eun1,Jhin,137529,6,6,False,False,False
Broxigar#HORDE,eun1,Caitlyn,85299,6,6,False,False,False
Broxigar#HORDE,eun1,Ezreal,70056,6,6,False,False,False
Liganj#8691,eun1,Nocturne,492815,59,58,False,False,False
Liganj#8691,eun1,Amumu,174086,59,58,False,False,False
Liganj#8691,eun1,Tryndamere,83487,59,58,False,False,False
Whiskey69#6869,eun1,Jinx,150019,24,25,False,False,False
Whiskey69#6869,eun1,Illaoi,124882,24,25,False,False,False
Whiskey69#6869,eun1,Cho'Gath,112848,24,25,False,False,False
Paίn#1337,eun1,Master Yi,1104344,30,24,False,True,False
Paίn#1337,eun1,Vayne,149631,30,24,False,True,False
Paίn#1337,eun1,Warwick,128976,30,24,False,True,False
Demonixx#EUNE,eun1,Tryndamere,54348,16,11,False,False,False
Demonixx#EUNE,eun1,Caitlyn,51038,16,11,False,False,False
Demonixx#EUNE,eun1,Leona,48058,16,11,False,False,False
Crono5#12345,eun1,Udyr,109682,4,4,False,False,False
Crono5#12345,eun1,Caitlyn,54386,4,4,False,False,False
Crono5#12345,eun1,Shaco,45742,4,4,False,False,False
iwillQyouwillQQ#EUNE,eun1,Ezreal,686573,5,6,False,False,False
iwillQyouwillQQ#EUNE,eun1,Varus,487864,5,6,False,False,False
iwillQyouwillQQ#EUNE,eun1,Jinx,284024,5,6,False,False,False
Zvay#EUNE,eun1,Vayne,984667,10,21,False,False,False
Zvay#EUNE,eun1,Zed,763484,10,21,False,False,False
Zvay#EUNE,eun1,Lucian,366825,10,21,False,False,False
Nerf Ganks#EUNE,eun1,Graves,284199,14,17,False,False,False
Nerf Ganks#EUNE,eun1,Shaco,230039,14,17,False,False,False
Nerf Ganks#EUNE,eun1,Gangplank,166372,14,17,False,False,False
Beni Best#777,eun1,Twisted Fate,211370,22,24,False,False,False
Beni Best#777,eun1,Aurelion Sol,133262,22,24,False,False,False
Beni Best#777,eun1,Caitlyn,131714,22,24,False,False,False
Moteo#EUNE,eun1,Orianna,34191,4,4,False,True,False
Moteo#EUNE,eun1,Tristana,24229,4,4,False,True,False
Moteo#EUNE,eun1,Jinx,23767,4,4,False,True,False
BreakinTheHabit#EUNE,eun1,Sion,264481,28,32,False,False,False
BreakinTheHabit#EUNE,eun1,Volibear,254259,28,32,False,False,False
BreakinTheHabit#EUNE,eun1,Urgot,249392,28,32,False,False,False
Rising Chaos#EUNE,eun1,Nami,296732,60,69,False,False,False
Rising Chaos#EUNE,eun1,Volibear,199937,60,69,False,False,False
Rising Chaos#EUNE,eun1,Darius,168747,60,69,False,False,False
DemonHit#EUNE,eun1,Jhin,124346,5,7,False,False,False
DemonHit#EUNE,eun1,Thresh,122827,5,7,False,False,False
DemonHit#EUNE,eun1,Ezreal,108112,5,7,False,False,False
